roundid,holeid,hnum,shotid,stroke,startpos,holedis,shots_to_hole_out
89076,1598877,1,5142956,1,0,550,5
89076,1598878,2,5142961,1,0,375,4
89076,1598879,3,5142965,1,0,290,4
89076,1598880,4,5142969,1,0,160,3
89076,1598881,5,5142972,1,0,440,5
89076,1598882,6,5142977,1,0,400,5
89076,1598883,7,5142982,1,0,500,1
89076,1598885,9,5142993,1,0,360,4
89076,1598886,10,5142997,1,0,500,5
89076,1598887,11,5143002,1,0,400,4
89076,1598888,12,5143006,1,0,440,5
89076,1598889,13,5143011,1,0,150,3
89076,1598890,14,5143014,1,0,330,3
89076,1598891,15,5143017,1,0,225,3
89076,1598892,16,5143020,1,0,330,4
89076,1598893,17,5143024,1,0,215,3
89076,1598894,18,5143027,1,0,400,5
89303,1602963,1,5157380,1,0,400,5
89303,1602964,2,5157385,1,0,368,7
89303,1602965,3,5157392,1,0,160,3
89303,1602966,4,5157395,1,0,159,4
89303,1602967,5,5157400,1,0,550,6
89303,1602968,6,5157406,1,0,345,4
89303,1602969,7,5157410,1,0,230,4
89303,1602970,8,5157414,1,0,525,5
89303,1602971,9,5157420,1,0,413,4
89303,1602972,10,5157424,1,0,440,6
89303,1602973,11,5157430,1,0,440,5
89303,1602974,12,5157435,1,0,460,5
89303,1602975,13,5157440,1,0,530,6
89303,1602976,14,5157447,1,0,370,4
89303,1602977,15,5157451,1,0,210,4
89303,1602978,16,5157455,1,0,580,5
89303,1602979,17,5157461,1,0,180,4
89368,1604133,1,5161404,1,0,442,3
89368,1604134,2,5161407,1,0,199,4
89368,1604135,3,5161411,1,0,427,4
89368,1604136,4,5161415,1,0,430,5
89368,1604137,5,5161420,1,0,503,4
89368,1604138,6,5161424,1,0,208,3
89368,1604139,7,5161427,1,0,399,4
89368,1604140,8,5161431,1,0,376,5
89368,1604141,9,5161436,1,0,586,5
89502,1606545,1,5169053,1,0,400,5
89502,1606546,2,5169058,1,0,368,7
89502,1606547,3,5169065,1,0,160,3
89502,1606548,4,5169068,1,0,159,4
89502,1606549,5,5169073,1,0,550,6
89502,1606550,6,5169079,1,0,345,4
89502,1606551,7,5169083,1,0,230,4
89502,1606552,8,5169087,1,0,525,5
89502,1606553,9,5169093,1,0,413,4
89502,1606554,10,5169097,1,0,440,6
89502,1606555,11,5169103,1,0,440,5
89502,1606556,12,5169108,1,0,460,5
89502,1606557,13,5169113,1,0,530,6
89502,1606558,14,5169120,1,0,370,4
89502,1606559,15,5169124,1,0,210,4
89502,1606560,16,5169128,1,0,580,5
89502,1606561,17,5169134,1,0,180,4
90838,1630593,1,5247298,1,0,428,4
90838,1630594,2,5247302,1,0,510,6
90838,1630595,3,5247308,1,0,410,3
90838,1630596,4,5247311,1,0,180,3
90838,1630597,5,5247314,1,0,335,3
90838,1630598,6,5247317,1,0,569,4
90838,1630599,7,5247321,1,0,205,3
90838,1630600,8,5247324,1,0,430,5
90838,1630601,9,5247329,1,0,420,6
90838,1630602,10,5247335,1,0,500,6
90838,1630603,11,5247341,1,0,145,3
90838,1630604,12,5247344,1,0,430,5
90838,1630605,13,5247349,1,0,540,5
90838,1630606,14,5247354,1,0,420,4
90838,1630607,15,5247358,1,0,220,5
90838,1630608,16,5247363,1,0,350,4
90838,1630609,17,5247367,1,0,500,2
90838,1630610,18,5247371,1,0,425,5
89999,1615491,1,5199180,1,0,550,5
89999,1615492,2,5199185,1,0,440,4
89999,1615493,3,5199189,1,0,439,4
89999,1615494,4,5199193,1,0,378,4
89999,1615495,5,5199197,1,0,401,5
89999,1615496,6,5199202,1,0,183,3
89999,1615497,7,5199205,1,0,425,4
89999,1615498,8,5199209,1,0,218,4
89999,1615499,9,5199213,1,0,460,3
89999,1615500,10,5199216,1,0,429,5
89999,1615501,11,5199221,1,0,380,4
89999,1615502,12,5199225,1,0,389,4
89999,1615503,13,5199229,1,0,168,3
89999,1615504,14,5199232,1,0,438,5
89999,1615505,15,5199237,1,0,559,4
89999,1615506,16,5199241,1,0,216,4
89999,1615507,17,5199245,1,0,413,4
